ApplicantID,UserID,IncomeType,EducationType,FamilyStatus,HousingType,EmploymentDays,AnnualIncome,Age,NumChildren,OwnsCar,OwnsRealty,HistoryID,PastDefaults,OverdueMonths,CreditUtilization,ExistingCreditLines,Approved
2010,134,Working,Secondary,Single,House / apartment,-14081.0,93078.84,37,1,Y,N,2010,0,0,0.12,2,1
2011,9,Student,Higher education,Married,House / apartment,-14094.0,55888.0,63,3,N,N,2011,1,0,0.613,1,0
2012,6,Commercial associate,Higher education,Married,House / apartment,-11790.0,29231.38,56,3,N,N,2012,0,3,0.188,4,0
2013,73,Commercial associate,Higher education,Married,House / apartment,-3080.0,44931.16,29,0,Y,N,2013,0,4,0.166,2,0
2014,103,Student,Higher education,Married,Municipal apartment,-12281.0,26275.6,48,2,Y,Y,2014,0,2,0.243,9,1
2015,160,Working,Higher education,Married,House / apartment,-3142.0,50952.71,55,1,N,Y,2015,0,0,0.424,6,1
2016,41,Pensioner,Secondary,Single,Municipal apartment,-10105.0,41338.02,23,0,N,N,2016,0,4,0.204,9,0
2017,114,Working,Higher education,Single,With parents,-4444.0,33219.18,31,1,Y,Y,2017,0,2,0.235,1,1
2018,8,Pensioner,Higher education,Married,House / apartment,-14208.0,22003.1,40,1,N,Y,2018,2,0,0.401,6,0
2019,72,Working,Secondary,Married,House / apartment,-6233.0,34327.43,43,0,N,N,2019,0,1,0.167,1,1
2020,178,State servant,Academic degree,Separated,House / apartment,-5081.0,45194.48,50,0,Y,N,2020,0,1,0.236,6,0
2021,92,Working,Higher education,Married,House / apartment,-3581.0,41464.78,57,1,N,Y,2021,0,2,0.259,6,1
2022,62,Working,Higher education,Civil marriage,House / apartment,-9457.0,25872.37,56,0,N,N,2022,0,2,0.46,3,1
2023,84,Pensioner,Secondary,Married,House / apartment,-3237.0,49495.47,64,3,Y,N,2023,0,0,0.136,9,1
2024,62,Working,Incomplete higher,Married,Municipal apartment,-2622.0,31461.18,32,0,N,Y,2024,1,0,0.012,2,0
2025,111,Commercial associate,Secondary,Married,House / apartment,-11275.0,74224.57,56,1,N,N,2025,0,2,0.175,8,1
2026,127,Working,Secondary,Civil marriage,With parents,-6809.0,79309.11,55,1,Y,Y,2026,0,1,0.628,0,1
2027,7,Commercial associate,Higher education,Married,House / apartment,-9839.0,43665.55,54,0,N,N,2027,0,0,0.158,3,0
2028,84,Working,Secondary,Married,Municipal apartment,-1952.0,99633.79,24,0,Y,Y,2028,0,0,0.38,9,1
2029,132,Working,Higher education,Married,Office apartment,-3442.0,46007.81,44,0,Y,N,2029,1,0,0.239,3,0
2030,134,Working,Secondary,Civil marriage,House / apartment,-1943.0,27303.75,56,0,Y,N,2030,0,0,0.125,7,1
2031,58,Working,Secondary,Separated,Municipal apartment,-13640.0,83562.69,48,1,N,N,2031,0,2,0.176,3,1
2032,22,Working,Lower secondary,Widow,House / apartment,-12952.0,101351.66,59,0,Y,N,2032,0,1,0.437,9,0
2033,154,Working,Higher education,Widow,Municipal apartment,-8748.0,76694.1,22,0,Y,Y,2033,0,3,0.256,4,1
2034,127,Working,Higher education,Married,With parents,-3833.0,34761.58,63,2,Y,N,2034,0,1,0.058,3,0
2035,3,Working,Secondary,Married,House / apartment,-8902.0,28115.79,25,3,N,N,2035,0,1,0.076,0,1
2036,127,Commercial associate,Secondary,Married,House / apartment,-11804.0,41871.75,48,0,N,Y,2036,0,0,0.157,7,0
2037,41,Pensioner,Secondary,Married,House / apartment,-5721.0,149400.04,33,0,Y,Y,2037,1,3,0.403,1,0
2038,188,Working,Higher education,Civil marriage,House / apartment,-14795.0,28865.53,56,0,N,Y,2038,3,0,0.225,9,0
2039,106,Commercial associate,Higher education,Civil marriage,Office apartment,-3322.0,70922.27,29,1,N,N,2039,1,1,0.199,4,1
2040,14,Commercial associate,Secondary,Married,With parents,-11685.0,47021.46,59,1,N,N,2040,0,1,0.216,9,1
2041,12,Working,Higher education,Single,House / apartment,-8267.0,74971.89,50,0,N,N,2041,1,0,0.228,1,1
2042,87,Commercial associate,Incomplete higher,Separated,Municipal apartment,-6186.0,27805.95,47,0,Y,Y,2042,0,1,0.231,4,1
2043,12,Working,Higher education,Married,With parents,-13323.0,43814.69,33,1,N,Y,2043,0,1,0.22,3,1
2044,141,Working,Secondary,Married,House / apartment,-3521.0,32724.45,62,2,Y,N,2044,0,1,0.223,9,1
2045,25,Working,Secondary,Married,House / apartment,-3796.0,33573.16,59,0,N,N,2045,1,3,0.357,5,0
2046,45,Commercial associate,Secondary,Married,House / apartment,-1161.0,68288.0,48,1,N,Y,2046,0,2,0.562,2,1
2047,122,Commercial associate,Higher education,Single,Rented apartment,-11988.0,29626.64,38,0,N,N,2047,1,2,0.1,5,0
2048,147,Working,Incomplete higher,Married,Municipal apartment,-3171.0,55850.91,54,0,Y,Y,2048,1,0,0.181,1,1
2049,55,Working,Higher education,Married,House / apartment,-4108.0,50266.74,41,1,N,Y,2049,0,1,0.186,2,1
2050,100,Student,Secondary,Widow,House / apartment,-7453.0,31913.6,21,2,N,N,2050,0,3,0.284,1,0
2051,173,Working,Higher education,Married,Municipal apartment,-13129.0,35172.7,43,0,Y,N,2051,1,3,0.151,4,0
2052,136,Working,Higher education,Married,Rented apartment,-6730.0,56969.4,54,2,Y,Y,2052,0,0,0.096,4,0
2053,119,State servant,Higher education,Widow,Municipal apartment,-8442.0,48469.43,56,1,Y,N,2053,0,0,0.284,7,0
2054,53,Commercial associate,Higher education,Married,House / apartment,-5332.0,49872.87,29,0,Y,Y,2054,0,0,0.259,5,1
2055,183,Commercial associate,Lower secondary,Married,,,,28,1,Y,N,2055,0,1,0.146,6,0
2056,32,Pensioner,Higher education,Civil marriage,House / apartment,-10266.0,42881.88,50,0,N,Y,2056,0,1,0.244,8,1
2057,51,Pensioner,Secondary,Married,House / apartment,-9211.0,48547.45,56,0,N,N,2057,1,1,0.723,3,0
2058,44,Working,Academic degree,Single,,,,56,0,N,N,2058,0,2,0.433,5,1
2059,82,Working,Higher education,Married,House / apartment,-1651.0,62198.57,38,0,N,Y,2059,0,0,0.197,6,1
2060,198,Working,Secondary,Married,Municipal apartment,-11772.0,46216.85,22,1,Y,N,2060,0,2,0.413,2,1
2061,146,State servant,Higher education,Married,House / apartment,-332.0,30126.83,31,2,N,Y,2061,0,0,0.119,7,0
2062,150,Commercial associate,Higher education,Married,Municipal apartment,-12665.0,40596.47,56,0,N,Y,2062,0,1,0.057,3,1
2063,37,Working,Higher education,Single,House / apartment,-13275.0,32399.24,51,0,N,N,2063,1,0,0.223,3,0
2064,96,Pensioner,Lower secondary,Single,House / apartment,-9263.0,34253.23,51,0,Y,N,2064,0,1,0.479,1,0
2065,56,Working,Higher education,Separated,House / apartment,-5694.0,21126.82,44,0,N,Y,2065,1,0,0.227,8,0
2066,105,Working,Secondary,Single,House / apartment,-9015.0,48772.33,41,0,Y,N,2066,0,2,0.596,8,0
2067,59,Working,Secondary,Married,Rented apartment,-7784.0,124302.98,52,0,Y,N,2067,0,2,0.295,9,1
2068,131,Working,Incomplete higher,Civil marriage,House / apartment,-14840.0,53544.91,50,0,N,Y,2068,2,1,0.542,9,0
2069,156,Pensioner,Higher education,Single,House / apartment,-13575.0,68004.78,28,0,N,N,2069,0,2,0.169,4,1
2070,35,Working,Secondary,Single,Municipal apartment,-13267.0,75501.61,53,1,Y,Y,2070,0,1,0.313,7,1
2071,189,Pensioner,Secondary,Civil marriage,Municipal apartment,-2393.0,43087.39,59,1,N,Y,2071,0,2,0.163,7,0
2072,93,Commercial associate,Secondary,Single,,,,21,0,N,N,2072,0,0,0.827,0,0
2073,182,Working,Lower secondary,Married,Rented apartment,-2848.0,26147.27,53,1,N,N,2073,0,1,0.184,2,1
2074,191,Student,Incomplete higher,Single,House / apartment,-12478.0,53562.88,62,0,Y,N,2074,0,3,0.009,1,1
2075,97,Working,Higher education,Married,House / apartment,-7834.0,50269.32,33,1,Y,N,2075,1,1,0.227,4,1
2076,135,Working,Higher education,Married,House / apartment,-1947.0,33346.8,42,0,N,N,2076,1,1,0.555,2,0
2077,76,Working,Higher education,Single,House / apartment,-14399.0,82194.56,25,0,N,Y,2077,0,1,0.29,6,1
2078,49,Pensioner,Higher education,Married,House / apartment,-4449.0,34562.14,32,0,Y,N,2078,0,0,0.563,1,0
2079,94,Working,Higher education,Married,House / apartment,-5253.0,176542.73,49,0,N,Y,2079,0,1,0.217,2,1
2080,159,Working,Higher education,Married,House / apartment,-10316.0,58779.64,23,2,Y,Y,2080,1,0,0.652,6,0
2081,186,Working,Higher education,Single,Municipal apartment,-1469.0,48540.66,56,2,Y,N,2081,0,0,0.688,2,1
2082,189,Working,Academic degree,Married,House / apartment,-1015.0,117303.98,31,1,N,N,2082,1,1,0.157,2,0
2083,24,Pensioner,Higher education,Single,Office apartment,-13480.0,17546.92,46,0,Y,Y,2083,0,2,0.665,4,1
2084,148,Working,Lower secondary,Married,Municipal apartment,-12610.0,43096.63,22,2,N,N,2084,0,1,0.165,0,1
2085,37,Working,Higher education,Married,House / apartment,-5903.0,40332.13,49,1,Y,Y,2085,1,1,0.128,2,0
2086,4,Working,Secondary,Married,House / apartment,-5158.0,45183.55,61,0,Y,Y,2086,0,0,0.029,1,1
2087,108,Working,Incomplete higher,Single,House / apartment,-13883.0,54271.55,49,1,N,N,2087,0,1,0.206,1,1
2088,126,State servant,Higher education,Married,Municipal apartment,-7700.0,44588.89,64,1,N,N,2088,0,3,0.171,2,0
2089,20,Working,Higher education,Widow,House / apartment,-5284.0,92083.49,56,0,N,N,2089,1,1,0.404,1,0
2090,188,Student,Higher education,Separated,House / apartment,-2541.0,59630.24,39,0,N,Y,2090,0,1,0.338,2,0
2091,152,Working,Higher education,Civil marriage,Rented apartment,-10279.0,60949.15,30,0,Y,Y,2091,1,0,0.097,4,1
2092,50,Working,Lower secondary,Separated,House / apartment,-8859.0,60358.41,31,0,N,N,2092,0,1,0.068,9,1
2093,177,Pensioner,Incomplete higher,Married,House / apartment,-11920.0,27452.7,27,1,Y,Y,2093,0,1,0.243,9,0
2094,179,Working,Higher education,Married,House / apartment,-7061.0,53684.78,33,0,N,Y,2094,0,0,0.339,6,1
2095,96,Commercial associate,Higher education,Single,Municipal apartment,-10223.0,54524.75,61,0,N,N,2095,1,1,0.451,3,0
2096,105,Student,Higher education,Single,Rented apartment,-1368.0,29556.58,64,1,Y,N,2096,0,1,0.401,6,0
2097,164,Working,Higher education,Civil marriage,House / apartment,-7735.0,73035.43,22,3,N,N,2097,1,0,0.228,4,1
2098,117,Working,Secondary,Single,House / apartment,-3568.0,19597.63,50,1,N,Y,2098,1,0,0.157,8,0
2099,98,Commercial associate,Higher education,Widow,Municipal apartment,-729.0,152339.77,42,1,N,Y,2099,0,2,0.519,3,1
2100,66,Working,Secondary,Married,Municipal apartment,-2402.0,48199.89,21,1,Y,Y,2100,1,1,0.294,2,1
2101,79,Working,Higher education,Civil marriage,Municipal apartment,-11199.0,33357.79,47,0,N,N,2101,1,1,0.082,1,0
2102,162,Working,Higher education,Single,House / apartment,-7943.0,64729.85,27,0,N,N,2102,0,1,0.164,9,0
2103,164,Working,Secondary,Single,Rented apartment,-4873.0,64975.73,21,0,N,N,2103,1,2,0.528,3,0
2104,6,Pensioner,Higher education,Married,House / apartment,-7490.0,123099.89,45,2,N,Y,2104,1,1,0.121,1,0
2105,39,Working,Academic degree,Single,House / apartment,-235.0,109313.95,24,0,Y,N,2105,0,2,0.235,3,1
2106,170,Working,Incomplete higher,Separated,With parents,-6901.0,26945.6,50,0,Y,N,2106,0,1,0.046,2,0
2107,115,Commercial associate,Higher education,Married,House / apartment,-8919.0,43411.49,28,0,N,N,2107,1,1,0.309,8,0
2108,186,Working,Higher education,Single,Municipal apartment,-11373.0,32554.0,41,0,Y,N,2108,1,3,0.056,4,0
2109,125,Working,Incomplete higher,Married,House / apartment,-1189.0,68457.6,24,1,N,N,2109,0,0,0.216,2,0
2110,12,Pensioner,Incomplete higher,Widow,Municipal apartment,-10620.0,92665.6,24,2,Y,Y,2110,1,3,0.151,6,0
2111,131,Working,Incomplete higher,Married,House / apartment,-3099.0,27106.71,28,1,N,N,2111,1,1,0.297,1,1
2112,18,Pensioner,Higher education,Married,With parents,-9621.0,47646.19,62,0,Y,Y,2112,1,1,0.313,9,0
2113,40,Pensioner,Academic degree,Married,House / apartment,-12458.0,36888.71,46,1,Y,N,2113,0,0,0.327,5,0
2114,21,Working,Higher education,Single,House / apartment,-10550.0,71682.22,49,0,N,N,2114,0,1,0.365,0,1
2115,143,Working,Secondary,Married,With parents,-451.0,58939.6,36,0,N,N,2115,0,0,0.32,7,0
2116,99,Working,Incomplete higher,Single,House / apartment,-8040.0,83209.47,39,1,N,Y,2116,0,1,0.181,5,1
2117,26,Working,Higher education,Separated,House / apartment,-14801.0,40559.36,21,1,Y,Y,2117,1,0,0.453,7,0
2118,8,Pensioner,Incomplete higher,Civil marriage,House / apartment,-8004.0,46513.96,57,1,Y,Y,2118,1,0,0.31,3,0
2119,100,Pensioner,Higher education,Married,Municipal apartment,-12817.0,58533.34,54,1,N,N,2119,0,0,0.043,2,1
2120,87,Working,Academic degree,Widow,House / apartment,-799.0,43391.87,49,2,N,Y,2120,0,0,0.547,9,0
2121,42,Commercial associate,Higher education,Single,House / apartment,-9957.0,56080.91,47,0,N,Y,2121,0,1,0.321,3,1
2122,172,State servant,Lower secondary,Married,House / apartment,-4133.0,86817.79,50,0,Y,N,2122,0,0,0.484,6,1
2123,14,State servant,Higher education,Married,Rented apartment,-10964.0,128042.66,26,0,N,Y,2123,0,1,0.226,5,1
2124,78,Working,Secondary,Married,House / apartment,-9988.0,39350.0,56,0,Y,N,2124,2,2,0.678,8,0
2125,2,Working,Secondary,Civil marriage,House / apartment,-7166.0,128848.16,59,1,N,Y,2125,0,0,0.415,6,0
2126,119,Working,Higher education,Married,Municipal apartment,-11507.0,39103.54,22,1,Y,Y,2126,2,2,0.305,2,0
2127,37,State servant,Higher education,Married,With parents,-11028.0,72476.45,62,0,Y,N,2127,1,1,0.184,9,1
2128,69,Working,Secondary,Single,House / apartment,-5444.0,39242.74,34,4,N,N,2128,0,0,0.178,4,0
2129,166,Commercial associate,Higher education,Single,Office apartment,-13148.0,30843.56,28,3,Y,Y,2129,0,0,0.167,7,1
2130,41,Working,Secondary,Single,House / apartment,-2371.0,84984.72,23,2,N,Y,2130,1,2,0.078,4,1
2131,62,Working,Higher education,Single,House / apartment,-3207.0,47948.49,55,0,N,N,2131,0,2,0.411,4,0
2132,60,Working,Lower secondary,Married,House / apartment,-6421.0,87360.56,47,1,N,Y,2132,2,1,0.175,2,0
2133,125,Student,Higher education,Civil marriage,Rented apartment,-2709.0,68761.98,54,1,Y,Y,2133,0,0,0.421,3,1
2134,111,Working,Higher education,Married,House / apartment,-2036.0,58982.81,48,0,Y,N,2134,1,1,0.174,8,0
2135,14,Commercial associate,Higher education,Single,House / apartment,-13338.0,62819.46,51,0,N,N,2135,0,0,0.53,8,0
2136,84,Working,Higher education,Single,House / apartment,-266.0,80008.61,37,1,Y,N,2136,0,5,0.372,2,1
2137,130,Working,Higher education,Married,With parents,-7411.0,74376.97,39,1,Y,Y,2137,2,0,0.051,4,1
2138,70,Working,Higher education,Widow,House / apartment,-4350.0,40862.24,62,0,N,Y,2138,0,0,0.343,7,0
2139,145,Working,Incomplete higher,Married,House / apartment,-14788.0,59297.39,64,0,N,N,2139,1,0,0.185,4,0
2140,123,Working,Secondary,Married,House / apartment,-10345.0,96305.14,31,1,N,Y,2140,0,0,0.174,6,1
2141,89,Working,Secondary,Separated,With parents,-6251.0,50030.13,29,0,N,Y,2141,0,2,0.136,9,1
2142,28,Working,Higher education,Single,With parents,-4203.0,39248.1,50,0,N,N,2142,1,1,0.51,2,0
2143,66,Working,Secondary,Single,House / apartment,-11881.0,37063.11,26,1,Y,N,2143,0,1,0.334,1,0
2144,163,State servant,Higher education,Married,Municipal apartment,-8355.0,71834.45,34,0,N,Y,2144,0,2,0.625,1,1
2145,5,State servant,Secondary,Civil marriage,House / apartment,-3105.0,43994.01,51,2,N,Y,2145,1,2,0.158,8,0
2146,193,Working,Higher education,Married,With parents,-12309.0,57699.61,31,0,N,Y,2146,0,2,0.276,0,1
2147,168,Commercial associate,Higher education,Married,House / apartment,-13006.0,43060.92,25,2,N,N,2147,0,0,0.525,0,0
2148,184,State servant,Higher education,Married,House / apartment,-134.0,83139.53,51,0,N,N,2148,0,1,0.101,1,1
2149,164,Working,Incomplete higher,Married,Rented apartment,-9952.0,52449.04,22,0,N,Y,2149,0,2,0.458,5,0
2150,45,Pensioner,Higher education,Single,Office apartment,-14526.0,93216.14,59,2,Y,Y,2150,0,2,0.413,5,1
2151,151,State servant,Secondary,Married,House / apartment,-5041.0,91692.41,37,0,N,N,2151,0,0,0.464,5,1
2152,47,Working,Higher education,Married,House / apartment,-6767.0,47114.44,58,1,N,N,2152,1,1,0.042,5,0
2153,31,Working,Secondary,Married,House / apartment,-4157.0,89322.15,56,0,Y,N,2153,1,1,0.556,5,0
2154,139,State servant,Incomplete higher,Single,Rented apartment,-4713.0,42108.46,23,1,Y,N,2154,0,1,0.379,7,1
2155,10,Working,Higher education,Civil marriage,House / apartment,-11008.0,55257.87,63,0,Y,N,2155,0,1,0.288,5,1
2156,195,Working,Higher education,Married,House / apartment,-4822.0,34514.39,49,1,Y,Y,2156,0,2,0.685,8,0
2157,118,Working,Lower secondary,Single,House / apartment,-2943.0,64029.54,53,1,N,Y,2157,0,0,0.077,4,1
2158,14,Working,Secondary,Married,Rented apartment,-3151.0,56138.85,34,3,Y,Y,2158,0,1,0.34,3,1
2159,80,Commercial associate,Higher education,Single,House / apartment,-10177.0,61783.37,58,0,N,N,2159,0,1,0.668,0,0
2160,93,Commercial associate,Secondary,Married,House / apartment,-11483.0,26580.75,49,1,N,Y,2160,1,1,0.313,1,0
2161,10,Student,Secondary,Married,House / apartment,-12732.0,20026.06,43,1,Y,Y,2161,1,4,0.51,3,0
2162,76,Working,Higher education,Single,House / apartment,-5164.0,29446.08,37,0,Y,Y,2162,0,1,0.209,8,0
2163,94,Working,Incomplete higher,Separated,House / apartment,-14061.0,61365.52,31,0,Y,Y,2163,1,0,0.087,3,1
2164,105,Working,Higher education,Married,Rented apartment,-10562.0,66373.55,48,0,Y,Y,2164,0,0,0.499,7,1
2165,1,Working,Higher education,Single,Municipal apartment,-3499.0,81487.23,27,2,Y,Y,2165,0,1,0.544,1,1
2166,133,Working,Secondary,Single,House / apartment,-8702.0,40862.58,60,1,N,N,2166,0,0,0.432,0,0
2167,20,Student,Higher education,Separated,Municipal apartment,-12015.0,53846.3,28,2,N,Y,2167,0,2,0.301,8,1
2168,8,Pensioner,Higher education,Married,House / apartment,-1872.0,35758.32,61,0,N,Y,2168,0,0,0.193,9,0
2169,171,Working,Secondary,Married,House / apartment,-4781.0,90701.44,49,2,N,Y,2169,3,1,0.083,5,1
2170,1,Commercial associate,Incomplete higher,Civil marriage,Office apartment,-3681.0,35624.64,45,2,N,N,2170,1,2,0.229,9,0
2171,57,Working,Incomplete higher,Married,House / apartment,-278.0,83311.16,27,1,N,Y,2171,0,2,0.418,4,1
2172,64,Working,Lower secondary,Married,House / apartment,-10011.0,43779.0,42,0,N,Y,2172,0,1,0.312,2,1
2173,118,Commercial associate,Incomplete higher,Married,Office apartment,-8972.0,99594.33,29,1,Y,N,2173,0,0,0.444,8,0
2174,28,Working,Higher education,Civil marriage,House / apartment,-1374.0,53227.53,31,0,N,N,2174,1,3,0.236,1,0
2175,121,Student,Higher education,Married,With parents,-2675.0,52706.25,54,1,N,N,2175,0,0,0.216,9,1
2176,107,Commercial associate,Incomplete higher,Civil marriage,Rented apartment,-5444.0,34914.73,47,2,Y,Y,2176,0,1,0.503,7,0
2177,165,Working,Higher education,Married,House / apartment,-5958.0,129982.84,42,1,Y,Y,2177,0,0,0.231,3,1
2178,175,Pensioner,Secondary,Married,House / apartment,-6578.0,76562.84,23,0,Y,N,2178,1,0,0.063,6,0
2179,165,Working,Secondary,Married,House / apartment,-12501.0,61721.05,60,0,Y,N,2179,2,0,0.34,7,0
2180,49,Working,Higher education,Married,House / apartment,-1347.0,54600.57,28,2,Y,N,2180,2,0,0.233,0,0
2181,120,Working,Incomplete higher,Single,House / apartment,-7380.0,36412.6,26,2,Y,N,2181,1,0,0.371,9,0
2182,44,Working,Secondary,Single,Municipal apartment,-4504.0,66368.11,45,1,N,N,2182,1,1,0.163,0,1
2183,56,Pensioner,Higher education,Married,House / apartment,-4327.0,47571.25,22,0,N,N,2183,1,1,0.563,8,0
2184,156,Working,Academic degree,Married,House / apartment,-10696.0,50306.23,36,2,N,Y,2184,1,1,0.272,8,1
2185,111,Pensioner,Higher education,Single,House / apartment,-1488.0,73198.98,61,1,Y,N,2185,0,2,0.174,9,1
2186,134,Commercial associate,Higher education,Civil marriage,,,,41,0,Y,N,2186,1,1,0.187,0,1
2187,108,Working,Secondary,Single,Municipal apartment,-3097.0,49422.84,35,0,Y,Y,2187,1,1,0.239,4,1
2188,189,Pensioner,Incomplete higher,Civil marriage,House / apartment,-100.0,93530.39,54,0,N,Y,2188,2,0,0.215,3,0
2189,148,Working,Secondary,Married,Municipal apartment,-12097.0,33911.46,63,0,Y,Y,2189,1,1,0.387,9,0
2190,114,Working,Secondary,Civil marriage,House / apartment,-3343.0,23278.97,40,1,N,N,2190,1,1,0.233,3,0
2191,78,Working,Secondary,Married,House / apartment,-7237.0,34262.3,64,0,Y,N,2191,0,1,0.135,1,0
2192,130,Working,Higher education,Married,House / apartment,-4040.0,52492.14,51,1,Y,N,2192,1,1,0.481,4,1
2193,37,Working,Incomplete higher,Civil marriage,House / apartment,-3916.0,67006.68,35,1,Y,N,2193,1,3,0.139,1,0
2194,20,Commercial associate,Incomplete higher,Separated,House / apartment,-7036.0,35071.66,48,0,N,Y,2194,0,1,0.132,2,0
2195,26,Working,Higher education,Single,House / apartment,-4725.0,257650.7,26,1,Y,N,2195,0,1,0.03,7,0
2196,29,Working,Higher education,Married,Rented apartment,-5570.0,53208.45,23,0,Y,Y,2196,0,1,0.687,8,1
2197,1,State servant,Academic degree,Married,House / apartment,-12926.0,52486.0,58,0,Y,N,2197,0,4,0.249,8,0
2198,119,Commercial associate,Incomplete higher,Married,Rented apartment,-7175.0,27437.46,43,0,N,Y,2198,0,1,0.238,6,1
2199,35,Pensioner,Incomplete higher,Civil marriage,House / apartment,-12935.0,25610.06,23,1,N,Y,2199,0,0,0.362,3,1
2200,198,Working,Incomplete higher,Married,House / apartment,-6179.0,21973.82,64,1,N,Y,2200,0,1,0.067,8,1
2201,59,Commercial associate,Secondary,Civil marriage,House / apartment,-11792.0,90865.76,28,0,N,Y,2201,1,0,0.292,0,0
2202,69,Pensioner,Secondary,Married,House / apartment,-10326.0,84592.67,22,3,Y,N,2202,0,2,0.175,1,1
2203,161,Commercial associate,Secondary,Civil marriage,Municipal apartment,-5906.0,48988.77,27,0,N,Y,2203,0,1,0.182,9,1
2204,179,Commercial associate,Higher education,Separated,House / apartment,-863.0,28375.74,37,0,N,Y,2204,0,0,0.495,4,0
2205,12,Working,Secondary,Married,House / apartment,-5755.0,43265.63,27,0,N,N,2205,0,0,0.348,4,1
2206,20,Working,Secondary,Married,House / apartment,-14878.0,92934.22,53,0,N,Y,2206,1,2,0.534,4,0
2207,181,Working,Secondary,Civil marriage,House / apartment,-14044.0,39070.79,56,1,N,N,2207,0,0,0.05,7,1
2208,43,Working,Secondary,Married,Municipal apartment,-9904.0,32665.7,24,1,Y,N,2208,0,2,0.397,9,1
2209,126,Pensioner,Higher education,Single,House / apartment,-14014.0,41297.2,64,2,Y,Y,2209,0,0,0.71,1,0
2210,50,Working,Higher education,Single,With parents,-5557.0,42968.07,36,1,N,Y,2210,1,2,0.515,9,0
2211,29,State servant,Higher education,Married,House / apartment,-10567.0,68332.38,41,2,Y,N,2211,0,1,0.346,8,1
2212,185,State servant,Higher education,Civil marriage,Rented apartment,-14010.0,18155.81,38,1,N,N,2212,0,2,0.243,4,0
2213,39,Working,Higher education,Married,With parents,-4488.0,52902.09,48,0,N,Y,2213,1,3,0.281,6,0
2214,184,Working,Academic degree,Separated,House / apartment,-7075.0,35826.16,63,0,N,Y,2214,0,0,0.165,8,0
2215,171,Pensioner,Higher education,Married,House / apartment,-9444.0,38522.82,36,0,N,N,2215,0,0,0.098,4,0
2216,178,State servant,Higher education,Single,Rented apartment,-5907.0,68837.7,42,1,N,Y,2216,1,1,0.286,3,1
2217,151,Working,Secondary,Married,House / apartment,-4722.0,27287.57,26,1,Y,Y,2217,0,0,0.125,8,0
2218,172,Working,Secondary,Married,With parents,-2816.0,53155.06,50,1,N,N,2218,1,4,0.095,7,0
2219,38,Working,Higher education,Married,House / apartment,-8175.0,60874.73,48,0,Y,N,2219,1,0,0.539,2,1
2220,84,Commercial associate,Secondary,Single,House / apartment,-2287.0,63628.92,37,2,Y,Y,2220,0,1,0.5,3,1
2221,151,Working,Secondary,Single,With parents,-350.0,67379.09,56,0,N,Y,2221,1,0,0.424,8,0
2222,128,Commercial associate,Higher education,Civil marriage,House / apartment,-10291.0,63408.76,32,0,N,N,2222,1,1,0.229,0,1
2223,126,Working,Higher education,Married,House / apartment,-7027.0,67756.09,60,0,N,Y,2223,0,1,0.24,6,1
2224,45,Working,Lower secondary,Single,House / apartment,-11420.0,32979.42,32,1,N,Y,2224,0,0,0.43,9,0
2225,52,Working,Incomplete higher,Single,House / apartment,-12198.0,90631.14,56,0,Y,N,2225,0,2,0.118,2,1
2226,80,Working,Secondary,Married,Municipal apartment,-12796.0,28765.91,60,1,N,N,2226,0,1,0.385,9,0
2227,178,Working,Higher education,Married,Rented apartment,-14129.0,57910.56,49,1,Y,Y,2227,0,1,0.43,6,1
2228,124,Working,Higher education,Married,Rented apartment,-12176.0,36083.78,22,1,N,N,2228,1,0,0.192,8,0
2229,119,Working,Secondary,Married,House / apartment,-408.0,22628.92,49,0,N,Y,2229,0,1,0.149,9,0
2230,8,Working,Higher education,Married,House / apartment,-8905.0,37928.21,50,2,Y,Y,2230,0,4,0.277,0,0
2231,85,Working,Higher education,Single,Municipal apartment,-819.0,46476.29,56,0,N,Y,2231,0,1,0.316,3,0
2232,129,Student,Secondary,Married,House / apartment,-3906.0,91501.35,64,1,N,Y,2232,1,0,0.074,2,1
2233,8,Working,Higher education,Single,House / apartment,-2078.0,111174.09,45,1,N,Y,2233,0,0,0.404,5,1
2234,157,Working,Secondary,Separated,Rented apartment,-4305.0,46242.83,41,0,N,N,2234,1,2,0.626,3,0
2235,96,Commercial associate,Incomplete higher,Single,House / apartment,-618.0,26237.29,42,0,N,Y,2235,1,2,0.296,4,0
2236,102,Student,Higher education,Single,House / apartment,-11597.0,27234.66,30,0,Y,Y,2236,0,0,0.041,4,0
2237,5,Working,Incomplete higher,Married,House / apartment,-8847.0,69379.12,51,0,N,Y,2237,0,0,0.282,2,1
2238,86,Commercial associate,Higher education,Civil marriage,House / apartment,-4617.0,67418.23,29,1,N,N,2238,0,0,0.229,6,1
2239,175,Commercial associate,Incomplete higher,Married,House / apartment,-9450.0,37297.61,61,2,N,Y,2239,1,2,0.325,5,0
2240,34,Commercial associate,Higher education,Single,Rented apartment,-11118.0,28900.02,59,0,Y,Y,2240,0,0,0.136,8,1
2241,193,Working,Higher education,Widow,House / apartment,-2226.0,76613.12,54,1,Y,Y,2241,0,2,0.289,4,1
2242,55,Commercial associate,Secondary,Single,House / apartment,-11793.0,28209.24,59,1,Y,Y,2242,0,2,0.456,2,0
2243,119,Working,Higher education,Single,Municipal apartment,-3150.0,40137.23,61,0,Y,Y,2243,0,1,0.214,4,0
