ApplicantID,UserID,EmploymentDays,AnnualIncome,Age,NumChildren,OwnsCar,OwnsRealty,HistoryID,PastDefaults,OverdueMonths,CreditUtilization,ExistingCreditLines,Approved,YearsEmployed,IncomePerFamilyMember,HasPastDefault,HighUtilization,IncomeType_Pensioner,IncomeType_State servant,IncomeType_Student,IncomeType_Working,EducationType_Higher education,EducationType_Incomplete higher,EducationType_Lower secondary,EducationType_Secondary,FamilyStatus_Married,FamilyStatus_Separated,FamilyStatus_Single,FamilyStatus_Widow,HousingType_Municipal apartment,HousingType_Office apartment,HousingType_Rented apartment,HousingType_With parents
1902,15,-11679.0,55888.47,62,1,0,0,1902,0,0,0.262,1,1,31.98,27944.24,0,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
1903,162,-2663.0,62283.97,30,1,0,0,1903,0,2,0.389,8,1,7.29,31141.98,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
1904,189,-8989.0,52386.56,45,1,0,0,1904,0,1,0.203,3,1,24.61,26193.28,0,0,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
1905,163,-12564.0,42919.83,39,1,1,0,1905,0,2,0.108,3,1,34.4,21459.92,0,0,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False
1906,64,-7913.0,35124.88,24,1,0,1,1906,0,1,0.231,9,0,21.66,17562.44,0,0,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
1907,25,-5004.0,51562.24,39,1,0,1,1907,0,0,0.495,4,1,13.7,25781.12,0,0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
1908,24,-11641.0,46390.61,23,0,0,0,1908,0,2,0.072,7,1,31.87,46390.61,0,0,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False
1909,12,-13270.0,49100.44,37,1,1,0,1909,0,2,0.328,7,1,36.33,24550.22,0,0,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False
1910,18,-923.0,78487.72,34,0,0,1,1910,1,0,0.256,4,0,2.53,78487.72,1,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
1911,15,-11338.0,43851.45,30,0,1,1,1911,0,0,0.156,3,1,31.04,43851.45,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
1912,27,-9890.0,44638.01,26,1,0,0,1912,0,0,0.286,6,1,27.08,22319.0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1913,72,-7646.5,48869.020000000004,51,0,1,1,1913,1,0,0.126,9,1,20.93,48869.02,1,0,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False
1914,60,-8101.0,159793.28,51,1,1,1,1914,0,0,0.242,2,1,22.18,79896.64,0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
1915,174,-62.0,29990.82,29,0,1,1,1915,1,3,0.34,0,0,0.17,29990.82,1,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
1916,145,-3835.0,80125.08,32,1,0,0,1916,2,0,0.076,2,1,10.5,40062.54,1,0,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False
1917,93,-13971.0,42849.66,64,1,0,1,1917,0,1,0.355,6,0,38.25,21424.83,0,0,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False
1918,53,-14589.0,47693.73,46,2,0,1,1918,0,3,0.08,5,1,39.94,15897.91,0,0,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
1919,8,-13019.0,27160.69,22,1,0,0,1919,1,0,0.449,9,0,35.64,13580.34,1,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
1920,79,-6147.0,114257.31,62,0,0,1,1920,0,1,0.155,0,1,16.83,114257.31,0,0,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
1921,27,-5461.0,54184.01,24,0,0,1,1921,0,1,0.122,1,1,14.95,54184.01,0,0,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
1922,174,-11530.0,65938.14,52,1,0,0,1922,0,1,0.267,2,1,31.57,32969.07,0,0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
1923,50,-13695.0,24972.46,48,0,1,0,1923,0,1,0.065,9,1,37.49,24972.46,0,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
1924,199,-2522.0,36716.41,26,2,1,1,1924,0,1,0.449,9,0,6.9,12238.8,0,0,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False
1925,131,-3975.0,59018.98,50,0,0,0,1925,0,0,0.223,4,1,10.88,59018.98,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1926,93,-10320.0,45595.31,48,0,1,0,1926,0,3,0.12,8,0,28.25,45595.31,0,0,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False
1927,192,-1754.0,59934.38,33,2,0,0,1927,1,1,0.253,7,0,4.8,19978.13,1,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
1928,172,-4955.0,126283.23,56,1,1,1,1928,0,0,0.117,0,1,13.57,63141.62,0,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
1929,181,-7646.5,48869.020000000004,30,1,0,1,1929,1,3,0.466,7,0,20.93,24434.51,1,0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
1930,24,-2133.0,40057.24,30,1,1,0,1930,0,0,0.209,3,0,5.84,20028.62,0,0,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True
1931,60,-14185.0,36566.49,25,0,0,1,1931,1,2,0.316,4,0,38.84,36566.49,1,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1932,122,-3303.0,34738.17,49,0,1,1,1932,0,1,0.579,4,1,9.04,34738.17,0,1,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False
1933,131,-5332.0,40439.48,56,0,0,1,1933,1,3,0.505,2,0,14.6,40439.48,1,1,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
1934,148,-9388.0,41214.01,32,3,0,1,1934,1,1,0.753,7,0,25.7,10303.5,1,1,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
1935,46,-1043.0,51715.45,42,0,1,1,1935,1,1,0.134,2,1,2.86,51715.45,1,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
1936,15,-3295.0,62177.32,59,0,1,1,1936,0,1,0.26,0,1,9.02,62177.32,0,0,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True
1937,153,-12963.0,59632.4,22,0,0,0,1937,1,1,0.199,4,1,35.49,59632.4,1,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
1938,199,-5478.0,52023.47,34,0,0,1,1938,1,0,0.491,7,0,15.0,52023.47,1,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
1939,17,-10125.0,53665.44,30,1,1,1,1939,0,0,0.548,5,1,27.72,26832.72,0,1,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True
1940,126,-3002.0,153438.2,23,2,0,0,1940,1,2,0.71,4,0,8.22,51146.07,1,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1941,84,-7914.0,35415.54,28,1,1,1,1941,0,0,0.44,0,1,21.67,17707.77,0,0,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False
1942,9,-13851.0,48214.55,37,0,1,0,1942,0,1,0.215,2,1,37.92,48214.55,0,0,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False
1943,166,-8592.0,21952.27,24,0,0,1,1943,1,2,0.238,2,0,23.52,21952.27,1,0,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False
1944,176,-14994.0,41261.65,41,1,1,1,1944,1,0,0.271,8,0,41.05,20630.82,1,0,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
1945,188,-13564.0,32713.39,50,1,0,1,1945,0,0,0.102,7,0,37.14,16356.7,0,0,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False
1946,63,-11750.0,35297.41,39,0,1,0,1946,1,3,0.2,8,0,32.17,35297.41,1,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
1947,117,-3269.0,28750.37,35,0,0,1,1947,0,0,0.857,1,0,8.95,28750.37,0,1,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
1948,130,-7337.0,26676.69,40,1,0,0,1948,0,1,0.442,8,0,20.09,13338.34,0,0,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False
1949,88,-14306.0,51794.49,62,1,0,1,1949,0,1,0.138,7,1,39.17,25897.24,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1950,72,-9913.0,67484.28,50,0,1,1,1950,1,0,0.256,2,1,27.14,67484.28,1,0,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
1951,139,-1246.0,34641.62,30,1,1,1,1951,0,1,0.281,7,0,3.41,17320.81,0,0,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False
1952,64,-7646.5,48869.020000000004,43,0,0,0,1952,0,1,0.178,4,1,20.93,48869.02,0,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
1953,72,-3843.0,51533.58,44,0,1,1,1953,1,2,0.224,9,1,10.52,51533.58,1,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
1954,21,-11701.0,60551.92,32,1,1,1,1954,1,0,0.122,8,0,32.04,30275.96,1,0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
1955,18,-10157.0,66381.83,29,0,0,0,1955,0,2,0.337,1,1,27.81,66381.83,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
1956,64,-2567.0,30959.32,35,1,1,1,1956,0,2,0.341,0,0,7.03,15479.66,0,0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
1957,82,-7263.0,37322.02,49,0,0,1,1957,0,2,0.523,1,0,19.89,37322.02,0,1,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
1958,110,-3441.0,29749.19,38,0,0,1,1958,0,1,0.192,1,0,9.42,29749.19,0,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
1959,95,-424.0,35148.18,40,1,0,0,1959,2,1,0.326,5,0,1.16,17574.09,1,0,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False
1960,166,-7646.5,48869.020000000004,21,0,0,1,1960,0,0,0.16,8,0,20.93,48869.02,0,0,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
1961,32,-2426.0,38971.95,23,1,0,0,1961,0,1,0.476,8,0,6.64,19485.97,0,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
1962,11,-9953.0,43776.55,28,1,1,1,1962,0,1,0.372,5,1,27.25,21888.28,0,0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1963,45,-7158.0,51617.01,59,0,1,1,1963,1,0,0.086,2,1,19.6,51617.01,1,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
1964,33,-14975.0,33507.16,51,1,0,0,1964,0,0,0.282,3,1,41.0,16753.58,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
1965,102,-10453.0,46033.21,28,0,0,1,1965,2,2,0.256,4,0,28.62,46033.21,1,0,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False
1966,169,-12847.0,32595.47,35,1,1,1,1966,0,0,0.453,1,0,35.17,16297.74,0,0,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False
1967,136,-7646.5,48869.020000000004,42,1,1,1,1967,1,2,0.427,9,0,20.93,24434.51,1,0,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
1968,11,-6981.0,62522.08,52,1,0,1,1968,1,1,0.292,8,0,19.11,31261.04,1,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
1969,179,-11511.0,36378.68,25,0,0,0,1969,0,3,0.44,0,0,31.52,36378.68,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
1970,88,-6477.0,22473.87,64,0,1,0,1970,0,0,0.119,0,1,17.73,22473.87,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
1971,41,-798.0,63084.34,64,0,0,1,1971,0,0,0.288,4,1,2.18,63084.34,0,0,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False
1972,145,-9839.0,43788.74,29,0,0,0,1972,1,1,0.085,3,0,26.94,43788.74,1,0,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True
1973,76,-14356.0,60100.0,61,0,0,1,1973,1,1,0.202,9,1,39.3,60100.0,1,0,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False
1974,121,-13148.0,59175.57,35,3,1,1,1974,0,0,0.313,5,1,36.0,14793.89,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
1975,46,-7277.0,29957.7,64,1,1,1,1975,0,0,0.165,9,1,19.92,14978.85,0,0,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
1976,160,-10870.0,74512.12,57,1,0,0,1976,0,1,0.42,8,0,29.76,37256.06,0,0,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False
1977,80,-3885.0,21488.69,53,0,0,1,1977,0,0,0.567,0,0,10.64,21488.69,0,1,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False
1978,54,-4377.0,40997.86,42,0,0,1,1978,0,1,0.215,0,0,11.98,40997.86,0,0,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False
1979,86,-11416.0,39794.25,31,1,0,0,1979,0,1,0.069,6,1,31.26,19897.12,0,0,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
1980,92,-11191.0,34562.5,26,2,1,0,1980,1,0,0.436,2,0,30.64,11520.83,1,0,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False
1981,148,-5998.0,85112.39,37,0,0,0,1981,0,0,0.084,9,1,16.42,85112.39,0,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
1982,161,-13689.0,56137.63,64,1,0,1,1982,0,1,0.337,9,1,37.48,28068.82,0,0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
1983,168,-4013.0,26012.75,25,2,0,0,1983,1,1,0.202,9,1,10.99,8670.92,1,0,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False
1984,160,-13106.0,27762.69,59,0,0,1,1984,0,3,0.044,2,0,35.88,27762.69,0,0,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False
1985,97,-3802.0,129236.89,29,2,0,0,1985,1,0,0.354,8,1,10.41,43078.96,1,0,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
1986,2,-1656.0,39553.52,49,0,0,1,1986,0,2,0.284,4,1,4.53,39553.52,0,0,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False
1987,33,-8762.0,34261.52,43,1,0,1,1987,2,3,0.507,6,0,23.99,17130.76,1,1,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False
1988,158,-10700.0,82487.78,56,2,0,1,1988,0,0,0.221,5,1,29.3,27495.93,0,0,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
1989,161,-7212.0,22033.11,51,0,1,1,1989,0,1,0.181,0,1,19.75,22033.11,0,0,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False
1990,77,-8023.0,91505.53,40,1,0,1,1990,0,0,0.186,3,1,21.97,45752.76,0,0,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False
1991,116,-8827.0,34233.59,43,0,0,0,1991,0,0,0.207,7,1,24.17,34233.59,0,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
1992,154,-8591.0,61802.7,27,1,0,0,1992,0,2,0.106,6,1,23.52,30901.35,0,0,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False
1993,150,-12930.0,39517.41,56,2,0,0,1993,1,0,0.086,4,0,35.4,13172.47,1,0,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False
1994,103,-12344.0,24137.85,24,0,0,1,1994,0,3,0.384,4,0,33.8,24137.85,0,0,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
1995,194,-10866.0,53120.09,44,0,0,1,1995,1,1,0.181,8,1,29.75,53120.09,1,0,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
1996,166,-10732.0,75094.93,34,0,1,0,1996,0,1,0.326,8,0,29.38,75094.93,0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
1997,103,-1953.0,17038.27,45,1,0,1,1997,1,1,0.019,5,0,5.35,8519.14,1,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
1998,90,-8990.0,29141.44,27,2,0,1,1998,0,1,0.179,8,1,24.61,9713.81,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True
1999,174,-11516.0,85566.78,35,0,0,1,1999,1,2,0.297,6,0,31.53,85566.78,1,0,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False
2000,122,-14587.0,58625.84,64,0,0,0,2000,1,2,0.106,5,0,39.94,58625.84,1,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
2001,143,-7159.0,60403.34,33,0,0,1,2001,0,0,0.679,1,0,19.6,60403.34,0,1,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
2002,106,-6117.0,74525.62,39,0,0,1,2002,0,1,0.037,2,1,16.75,74525.62,0,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
2003,119,-4146.0,60508.13,32,0,1,0,2003,1,0,0.116,8,0,11.35,60508.13,1,0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True
2004,172,-456.0,52384.24,46,1,0,1,2004,1,0,0.501,0,0,1.25,26192.12,1,1,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False
2005,49,-2691.0,81004.78,53,1,1,0,2005,0,1,0.094,6,1,7.37,40502.39,0,0,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
2006,104,-8852.0,41128.3,35,0,1,1,2006,0,1,0.043,0,1,24.24,41128.3,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2007,61,-4110.0,48656.48,57,0,0,1,2007,0,2,0.403,9,0,11.25,48656.48,0,0,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
2008,195,-10691.0,71085.24,26,0,0,1,2008,0,0,0.382,6,1,29.27,71085.24,0,0,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False
2009,123,-9209.0,34745.61,45,1,0,1,2009,0,2,0.146,7,1,25.21,17372.8,0,0,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False
2010,134,-14081.0,93078.84,37,1,1,0,2010,0,0,0.12,2,1,38.55,46539.42,0,0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
2011,9,-14094.0,55888.0,63,3,0,0,2011,1,0,0.613,1,0,38.59,13972.0,1,1,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
2012,6,-11790.0,29231.38,56,3,0,0,2012,0,3,0.188,4,0,32.28,7307.84,0,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
2013,73,-3080.0,44931.16,29,0,1,0,2013,0,4,0.166,2,0,8.43,44931.16,0,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
2014,103,-12281.0,26275.6,48,2,1,1,2014,0,2,0.243,9,1,33.62,8758.53,0,0,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False
2015,160,-3142.0,50952.71,55,1,0,1,2015,0,0,0.424,6,1,8.6,25476.36,0,0,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False
2016,41,-10105.0,41338.02,23,0,0,0,2016,0,4,0.204,9,0,27.67,41338.02,0,0,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
2017,114,-4444.0,33219.18,31,1,1,1,2017,0,2,0.235,1,1,12.17,16609.59,0,0,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True
2018,8,-14208.0,22003.1,40,1,0,1,2018,2,0,0.401,6,0,38.9,11001.55,1,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
2019,72,-6233.0,34327.43,43,0,0,0,2019,0,1,0.167,1,1,17.07,34327.43,0,0,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
2020,178,-5081.0,45194.48,50,0,1,0,2020,0,1,0.236,6,0,13.91,45194.48,0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2021,92,-3581.0,41464.78,57,1,0,1,2021,0,2,0.259,6,1,9.8,20732.39,0,0,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False
2022,62,-9457.0,25872.37,56,0,0,0,2022,0,2,0.46,3,1,25.89,25872.37,0,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
2023,84,-3237.0,49495.47,64,3,1,0,2023,0,0,0.136,9,1,8.86,12373.87,0,0,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
2024,62,-2622.0,31461.18,32,0,0,1,2024,1,0,0.012,2,0,7.18,31461.18,1,0,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False
2025,111,-11275.0,74224.57,56,1,0,0,2025,0,2,0.175,8,1,30.87,37112.29,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
2026,127,-6809.0,79309.11,55,1,1,1,2026,0,1,0.628,0,1,18.64,39654.56,0,1,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
2027,7,-9839.0,43665.55,54,0,0,0,2027,0,0,0.158,3,0,26.94,43665.55,0,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
2028,84,-1952.0,99633.79,24,0,1,1,2028,0,0,0.38,9,1,5.34,99633.79,0,0,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False
2029,132,-3442.0,46007.81,44,0,1,0,2029,1,0,0.239,3,0,9.42,46007.81,1,0,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False
2030,134,-1943.0,27303.75,56,0,1,0,2030,0,0,0.125,7,1,5.32,27303.75,0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
2031,58,-13640.0,83562.69,48,1,0,0,2031,0,2,0.176,3,1,37.34,41781.34,0,0,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False
2032,22,-12952.0,101351.66,59,0,1,0,2032,0,1,0.437,9,0,35.46,101351.66,0,0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
2033,154,-8748.0,76694.1,22,0,1,1,2033,0,3,0.256,4,1,23.95,76694.1,0,0,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False
2034,127,-3833.0,34761.58,63,2,1,0,2034,0,1,0.058,3,0,10.49,11587.19,0,0,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True
2035,3,-8902.0,28115.79,25,3,0,0,2035,0,1,0.076,0,1,24.37,7028.95,0,0,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
2036,127,-11804.0,41871.75,48,0,0,1,2036,0,0,0.157,7,0,32.32,41871.75,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
2037,41,-5721.0,149400.04,33,0,1,1,2037,1,3,0.403,1,0,15.66,149400.04,1,0,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
2038,188,-14795.0,28865.53,56,0,0,1,2038,3,0,0.225,9,0,40.51,28865.53,1,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
2039,106,-3322.0,70922.27,29,1,0,0,2039,1,1,0.199,4,1,9.1,35461.14,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2040,14,-11685.0,47021.46,59,1,0,0,2040,0,1,0.216,9,1,31.99,23510.73,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True
2041,12,-8267.0,74971.89,50,0,0,0,2041,1,0,0.228,1,1,22.63,74971.89,1,0,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False
2042,87,-6186.0,27805.95,47,0,1,1,2042,0,1,0.231,4,1,16.94,27805.95,0,0,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
2043,12,-13323.0,43814.69,33,1,0,1,2043,0,1,0.22,3,1,36.48,21907.34,0,0,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True
2044,141,-3521.0,32724.45,62,2,1,0,2044,0,1,0.223,9,1,9.64,10908.15,0,0,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
2045,25,-3796.0,33573.16,59,0,0,0,2045,1,3,0.357,5,0,10.39,33573.16,1,0,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
2046,45,-1161.0,68288.0,48,1,0,1,2046,0,2,0.562,2,1,3.18,34144.0,0,1,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
2047,122,-11988.0,29626.64,38,0,0,0,2047,1,2,0.1,5,0,32.82,29626.64,1,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
2048,147,-3171.0,55850.91,54,0,1,1,2048,1,0,0.181,1,1,8.68,55850.91,1,0,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False
2049,55,-4108.0,50266.74,41,1,0,1,2049,0,1,0.186,2,1,11.25,25133.37,0,0,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False
2050,100,-7453.0,31913.6,21,2,0,0,2050,0,3,0.284,1,0,20.41,10637.87,0,0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
2051,173,-13129.0,35172.7,43,0,1,0,2051,1,3,0.151,4,0,35.95,35172.7,1,0,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False
2052,136,-6730.0,56969.4,54,2,1,1,2052,0,0,0.096,4,0,18.43,18989.8,0,0,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False
2053,119,-8442.0,48469.43,56,1,1,0,2053,0,0,0.284,7,0,23.11,24234.72,0,0,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False
2054,53,-5332.0,49872.87,29,0,1,1,2054,0,0,0.259,5,1,14.6,49872.87,0,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
2055,183,-7646.5,48869.020000000004,28,1,1,0,2055,0,1,0.146,6,0,20.93,24434.51,0,0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
2056,32,-10266.0,42881.88,50,0,0,1,2056,0,1,0.244,8,1,28.11,42881.88,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2057,51,-9211.0,48547.45,56,0,0,0,2057,1,1,0.723,3,0,25.22,48547.45,1,1,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
2058,44,-7646.5,48869.020000000004,56,0,0,0,2058,0,2,0.433,5,1,20.93,48869.02,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2059,82,-1651.0,62198.57,38,0,0,1,2059,0,0,0.197,6,1,4.52,62198.57,0,0,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False
2060,198,-11772.0,46216.85,22,1,1,0,2060,0,2,0.413,2,1,32.23,23108.42,0,0,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False
2061,146,-332.0,30126.83,31,2,0,1,2061,0,0,0.119,7,0,0.91,10042.28,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
2062,150,-12665.0,40596.47,56,0,0,1,2062,0,1,0.057,3,1,34.67,40596.47,0,0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
2063,37,-13275.0,32399.24,51,0,0,0,2063,1,0,0.223,3,0,36.34,32399.24,1,0,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False
